,value
21836,0
21837,5
21838,7
21839,2
21840,11
21841,4
21842,0
21843,0
21844,0
21845,0
21846,0
21847,0
21848,0
21849,8
21850,14
21851,0
21852,0
21853,29
21854,29
21855,0
21856,0
21857,0
21858,2
21859,11
21860,26
21861,35
21862,11
21863,0
21864,0
21865,3
21866,0
21867,0
21868,2
21869,0
21870,1
21871,4
21872,0
21873,8
21874,9
21875,3
21876,10
21877,10
21878,8
21879,2
21880,5
21881,24
21882,7
21883,39
21884,1
21885,68
21886,94
21887,42
21888,0
21889,37
21890,31
21891,3
21892,39
21893,25
21894,26
21895,0
21896,20
21897,10
21898,0
21899,8
21900,39
21901,9
21902,35
21903,22
21904,22
21905,35
21906,11
21907,5
21908,2
21909,17
21910,18
21911,11
21912,0
21913,0
21914,0
21915,0
21916,0
21917,0
21918,0
21919,0
21920,0
21921,22
21922,0
21923,0
21924,0
21925,0
21926,0
21927,0
21928,0
21929,0
21930,0
21931,0
21932,0
21933,19
21934,15
21935,4
21936,0
21937,0
21938,30
21939,47
21940,0
21941,3
21942,0
21943,0
21944,0
21945,2
21946,0
21947,11
21948,0
21949,13
21950,38
21951,0
21952,0
21953,0
21954,52
21955,0
21956,0
21957,0
21958,0
21959,10
21960,0
21961,2
21962,2
21963,0
21964,2
21965,0
21966,0
21967,2
21968,83
21969,33
21970,0
21971,0
21972,18
21973,20
21974,0
21975,12
21976,56
21977,32
21978,6
21979,0
21980,4
21981,6
21982,10
21983,2
21984,0
21985,0
21986,0
21987,8
21988,20
21989,36
21990,2
21991,0
21992,0
21993,0
21994,0
21995,0
21996,0
21997,0
21998,79
21999,0
22000,0
22001,0
22002,10
22003,6
22004,20
22005,0
22006,13
22007,53
22008,19
22009,0
22010,9
22011,1
22012,18
22013,45
22014,14
22015,2
22016,9
22017,0
22018,31
22019,0
22020,41
22021,26
22022,7
22023,0
22024,13
22025,19
22026,0
22027,0
22028,2
22029,0
22030,18
22031,7
22032,15
22033,9
22034,143
22035,0
22036,7
22037,0
22038,2
22039,9
22040,0
22041,0
22042,2
22043,3
22044,6
22045,0
22046,14
22047,9
22048,6
22049,0
22050,0
22051,0
22052,0
22053,41
22054,13
22055,0
22056,0
22057,0
22058,13
22059,8
22060,2
22061,8
22062,0
22063,4
22064,11
22065,0
22066,2
22067,2
22068,3
22069,1
22070,0
22071,0
22072,39
22073,0
22074,0
22075,4
22076,54
22077,2
22078,0
22079,5
22080,2
22081,0
22082,1
22083,1
22084,13
22085,30
22086,0
22087,0
22088,0
22089,13
22090,2
22091,25
22092,3
22093,0
22094,1
22095,0
22096,0
22097,0
22098,0
22099,7
22100,0
22101,2
22102,7
22103,0
22104,2
22105,8
22106,0
22107,7
22108,0
22109,4
22110,0
22111,0
22112,1
22113,9
22114,7
22115,2
22116,15
22117,4
22118,0
22119,0
22120,1
22121,0
22122,8
22123,0
22124,9
22125,2
22126,0
22127,11
22128,5
22129,0
22130,0
22131,28
22132,19
22133,40
22134,4
22135,2
22136,11
22137,0
22138,0
22139,0
22140,0
22141,0
22142,0
22143,0
22144,0
22145,0
22146,0
22147,0
22148,0
22149,0
22150,0
22151,0
22152,0
22153,0
22154,0
22155,0
22156,0
22157,0
22158,0
22159,0
22160,0
22161,0
22162,0
22163,0
22164,1
22165,3
22166,0
22167,0
22168,0
22169,16
22170,0
22171,0
22172,0
22173,0
22174,11
22175,0
22176,1
22177,0
22178,2
22179,0
22180,0
22181,0
22182,0
22183,0
22184,0
22185,0
22186,9
22187,2
22188,2
22189,0
22190,2
22191,0
22192,0
22193,0
22194,2
22195,0
22196,0
22197,0
22198,50
22199,26
22200,32
22201,0
22202,0
22203,6
22204,0
22205,2
22206,0
22207,0
22208,6
22209,16
22210,0
22211,0
22212,10
22213,0
22214,9
22215,0
22216,0
22217,0
22218,0
22219,6
22220,2
22221,2
22222,10
22223,0
22224,6
22225,0
22226,4
22227,0
22228,4
22229,0
22230,0
22231,0
22232,0
22233,0
22234,0
22235,0
22236,0
22237,2
22238,0
22239,5
22240,0
22241,0
22242,0
22243,0
22244,0
22245,19
22246,5
22247,0
22248,7
22249,18
22250,18
22251,0
22252,14
22253,2
22254,0
22255,0
22256,0
22257,7
22258,0
22259,6
22260,1
22261,2
22262,0
22263,0
22264,0
22265,0
22266,0
22267,0
22268,0
22269,4
22270,0
22271,0
22272,0
22273,0
22274,0
22275,0
22276,0
22277,0
22278,0
22279,0
22280,0
22281,0
22282,0
22283,0
22284,11
22285,67
22286,57
22287,0
22288,0
22289,251
22290,14
22291,26
22292,0
22293,68
22294,0
22295,4
22296,0
22297,0
22298,0
22299,3
22300,3
22301,3
22302,0
22303,6
22304,7
22305,0
22306,15
22307,87
22308,66
22309,18
22310,58
22311,12
22312,16
22313,333
22314,28
22315,34
22316,3
22317,18
22318,7
22319,9
22320,15
22321,3
22322,27
22323,0
22324,5
22325,5
22326,2
22327,0
22328,0
22329,31
22330,0
22331,7
22332,0
22333,0
22334,5
22335,0
22336,2
22337,8
22338,11
22339,23
22340,234
22341,7
22342,89
22343,58
22344,33
22345,56
22346,73
22347,2
22348,11
22349,66
22350,35
22351,8
22352,28
22353,8
22354,28
22355,33
22356,23
22357,51
22358,28
22359,0
22360,25
22361,34
22362,0
22363,69
22364,48
22365,79
22366,7
22367,0
22368,27
22369,12
22370,7
22371,24
22372,0
22373,27
22374,18
22375,0
22376,48
22377,33
22378,216
22379,0
22380,57
22381,49
22382,54
22383,105
22384,216
22385,93
22386,108
22387,129
22388,126
22389,15
22390,96
22391,72
22392,63
22393,15
22394,48
22395,15
22396,82
22397,105
22398,21
22399,24
22400,0
22401,18
22402,129
22403,573
22404,30
22405,57
22406,21
22407,0
22408,3
22409,22
22410,6
22411,21
22412,23
22413,30
22414,46
22415,0
22416,0
22417,0
22418,12
22419,3
22420,13
22421,0
22422,12
22423,201
22424,2
22425,367
22426,8
22427,27
22428,21
22429,2
22430,88
22431,13
22432,30
22433,72
22434,110
22435,40
22436,295
22437,83
22438,86
22439,0
22440,32
22441,65
22442,46
22443,159
22444,18
22445,16
22446,201
22447,96
22448,3
22449,0
22450,5
22451,0
22452,6
22453,51
22454,0
22455,0
22456,0
22457,0
22458,0
22459,3
22460,0
22461,0
22462,16
22463,50
22464,0
22465,0
22466,2
22467,24
22468,0
22469,0
22470,0
22471,0
22472,0
22473,0
22474,0
22475,1
22476,0
22477,8
22478,0
22479,7
22480,10
22481,0
22482,0
22483,0
22484,0
22485,0
22486,0
22487,0
22488,0
22489,0
22490,0
22491,0
22492,0
22493,2
22494,2
22495,0
22496,0
22497,0
22498,0
22499,4
22500,0
22501,87
22502,0
22503,0
22504,0
22505,0
22506,0
22507,0
22508,0
22509,0
22510,0
22511,0
22512,0
22513,0
22514,0
22515,2
22516,4
22517,0
22518,0
22519,0
22520,0
22521,0
22522,0
22523,0
22524,0
22525,0
22526,26
22527,0
22528,0
22529,0
22530,0
22531,0
22532,0
22533,0
22534,10
22535,10
22536,0
22537,0
22538,0
22539,5
22540,0
22541,8
22542,0
22543,18
22544,16
22545,0
22546,0
22547,0
22548,0
22549,2
22550,25
22551,0
22552,0
22553,0
22554,8
22555,6
22556,6
22557,0
22558,0
22559,0
22560,0
22561,0
22562,2
22563,0
22564,0
22565,0
22566,0
22567,0
22568,0
22569,13
22570,0
22571,7
22572,21
22573,0
22574,0
22575,51
22576,12
22577,45
22578,24
22579,36
22580,105
22581,6
22582,9
22583,3
22584,6
22585,15
22586,25
22587,28
22588,12
22589,3
22590,0
22591,0
22592,0
22593,0
22594,0
22595,4
22596,30
22597,3
22598,9
22599,6
22600,3
22601,0
22602,3
22603,0
22604,15
22605,0
22606,0
22607,0
22608,3
22609,0
22610,0
22611,0
22612,0
22613,0
22614,23
22615,0
22616,20
22617,3
22618,0
22619,0
22620,3
22621,8
22622,0
22623,36
22624,10
22625,3
22626,78
22627,5
22628,10
22629,11
22630,13
22631,20
22632,0
22633,5
22634,10
22635,89
22636,25
22637,43
22638,10
22639,0
22640,3
22641,46
22642,8
22643,20
22644,15
22645,0
22646,3
22647,0
22648,0
22649,0
22650,3
22651,0
22652,7
22653,27
22654,0
22655,0
22656,0
22657,0
22658,48
22659,117
22660,27
22661,0
22662,0
22663,6
22664,0
22665,0
22666,15
22667,28
22668,36
22669,0
22670,0
22671,6
22672,10
22673,10
22674,25
22675,117
22676,7
22677,4
22678,48
22679,0
22680,4
22681,19
22682,3
22683,0
22684,54
22685,21
22686,0
22687,5
22688,34
22689,33
22690,20
22691,0
22692,2
22693,0
22694,0
22695,0
22696,0
22697,2
22698,2
22699,2
22700,5
22701,40
22702,0
22703,25
22704,0
22705,5
22706,0
22707,0
22708,5
22709,0
22710,0
22711,5
22712,43
22713,18
22714,50
22715,25
22716,0
22717,17
22718,8
22719,10
22720,54
22721,40
22722,46
22723,3
22724,3
22725,2
22726,11
22727,11
22728,10
22729,33
22730,0
22731,10
22732,6
22733,8
22734,276
22735,30
22736,271
22737,0
22738,16
22739,3
22740,0
22741,0
22742,35
22743,35
22744,0
22745,22
22746,24
22747,0
22748,32
22749,0
22750,2
22751,32
22752,64
22753,51
22754,11
22755,24
22756,0
22757,421
22758,249
22759,63
22760,380
22761,324
22762,95
22763,0
22764,9
22765,9
22766,0
22767,273
22768,219
22769,92
22770,368
22771,255
22772,53
22773,74
22774,78
22775,191
22776,258
22777,21
22778,375
22779,1037
22780,357
22781,200
22782,276
22783,323
22784,250
22785,0
22786,0
22787,322
22788,152
22789,70
22790,743
22791,232
22792,152
22793,0
22794,3
22795,10
22796,249
22797,116
22798,208
22799,75
22800,0
22801,32
22802,0
22803,9
22804,7
22805,16
22806,0
22807,10
22808,7
22809,78
22810,120
22811,70
22812,63
22813,6
22814,158
22815,0
22816,53
22817,75
22818,117
22819,104
22820,72
22821,201
22822,167
22823,32
22824,230
22825,11
22826,56
22827,0
22828,6
22829,130
22830,0
22831,297
22832,28
22833,79
22834,127
22835,180
22836,48
22837,273
22838,59
22839,48
22840,182
22841,166
22842,285
22843,13
22844,35
22845,71
22846,208
22847,383
22848,193
22849,30
22850,17
22851,6
22852,18
22853,38
22854,75
22855,26
22856,9
22857,0
22858,86
22859,122
22860,264
22861,217
22862,403
22863,0
22864,18
22865,155
22866,0
22867,69
22868,21
22869,130
22870,89
22871,30
22872,48
22873,44
22874,6
22875,158
22876,143
22877,391
22878,124
22879,334
22880,204
22881,517
22882,140
22883,90
22884,54
22885,36
22886,218
22887,0
22888,2
22889,0
22890,452
22891,106
22892,129
22893,0
22894,26
22895,3
22896,68
22897,85
22898,7
22899,2
22900,111
22901,62
22902,73
22903,0
22904,0
22905,9
22906,0
22907,0
22908,15
22909,126
22910,0
22911,19
22912,28
22913,6
22914,0
22915,39
22916,98
22917,48
22918,272
22919,154
22920,78
22921,106
22922,0
22923,0
22924,168
22925,0
22926,3
22927,31
22928,0
22929,11
22930,3
22931,29
22932,174
22933,57
22934,0
22935,165
22936,32
22937,88
22938,3
22939,6
22940,7
22941,13
22942,7
22943,0
22944,0
22945,79
22946,0
22947,22
22948,0
22949,0
22950,53
22951,0
22952,167
22953,117
22954,7
22955,0
22956,123
22957,83
22958,221
22959,15
22960,0
22961,60
22962,15
22963,9
22964,151
22965,38
22966,16
22967,0
22968,4
22969,64
22970,505
22971,3
22972,16
22973,3
22974,0
22975,19
22976,116
22977,0
22978,62
22979,0
22980,136
22981,6
22982,0
22983,11
22984,96
22985,88
22986,73
22987,37
22988,120
22989,35
22990,95
22991,74
22992,61
22993,218
22994,104
22995,4
22996,32
22997,0
22998,0
22999,36
23000,286
23001,201
23002,55
23003,116
23004,4
23005,62
23006,3
23007,10
23008,161
23009,0
23010,190
23011,749
23012,206
23013,0
23014,0
23015,0
23016,0
23017,0
23018,0
23019,0
23020,0
23021,317
23022,182
23023,110
23024,228
23025,689
23026,748
23027,93
23028,81
23029,260
23030,498
23031,155
23032,238
23033,237
23034,126
23035,361
23036,283
23037,0
23038,0
23039,0
23040,0
23041,0
23042,0
23043,0
23044,0
23045,0
23046,0
23047,0
23048,0
23049,0
23050,0
23051,0
23052,0
23053,0
23054,0
23055,0
23056,0
23057,0
23058,0
23059,0
23060,0
23061,0
23062,0
23063,3
23064,0
23065,0
23066,0
23067,0
23068,0
23069,40
23070,399
23071,0
23072,0
23073,0
23074,0
23075,41
23076,164
23077,294
23078,0
23079,0
23080,202
23081,343
23082,46
23083,34
23084,63
23085,3
23086,831
23087,153
23088,144
23089,170
23090,118
23091,70
23092,119
23093,219
23094,112
23095,236
23096,0
23097,0
23098,286
23099,240
23100,0
23101,4
23102,5
23103,37
23104,0
23105,24
23106,0
23107,3
23108,0
23109,31
23110,3
23111,0
23112,0
23113,0
23114,19
23115,0
23116,69
23117,19
23118,34
23119,34
23120,17
23121,6
23122,22
23123,3
23124,47
23125,0
23126,0
23127,2
23128,3
23129,2
23130,0
23131,3
23132,3
23133,4
23134,0
23135,3
23136,0
23137,5
23138,14
23139,3
23140,0
23141,0
23142,0
23143,2
23144,0
23145,38
23146,186
23147,1
23148,182
23149,8
23150,0
23151,99
23152,83
23153,98
23154,93
23155,89
23156,2
23157,192
23158,0
23159,0
23160,0
23161,0
23162,114
23163,89
23164,79
23165,0
23166,0
23167,144
23168,38
23169,2
23170,9
23171,0
23172,2
23173,15
23174,40
23175,139
23176,0
23177,0
23178,0
23179,6
23180,0
23181,0
23182,0
23183,0
23184,0
23185,0
23186,58
23187,0
23188,111
23189,166
23190,0
23191,70
23192,513
23193,101
23194,70
23195,0
23196,0
23197,51
23198,133
23199,187
23200,16
23201,213
23202,13
23203,20
23204,13
23205,590
23206,45
23207,167
23208,810
23209,0
23210,337
23211,27
23212,0
23213,503
23214,465
23215,0
23216,3
23217,178
23218,414
23219,26
23220,232
23221,297
23222,0
23223,125
23224,138
23225,0
23226,0
23227,234
23228,254
23229,74
23230,0
23231,0
23232,284
23233,0
23234,28
23235,0
23236,0
23237,30
23238,532
23239,571
23240,0
23241,0
23242,433
23243,470
23244,306
23245,63
23246,29
23247,542
23248,0
23249,187
23250,158
23251,75
23252,1229
23253,736
23254,825
23255,3
23256,0
23257,0
23258,8
23259,103
23260,118
23261,107
23262,107
23263,163
23264,9
23265,240
23266,93
23267,78
23268,0
23269,211
23270,51
23271,0
23272,126
23273,146
23274,184
23275,3
23276,76
23277,109
23278,413
23279,125
23280,0
23281,92
23282,117
23283,101
23284,85
23285,70
23286,37
23287,5
23288,21
23289,59
23290,48
23291,81
23292,185
23293,191
23294,25
23295,40
23296,10
23297,27
23298,185
23299,25
23300,27
23301,28
23302,0
23303,0
23304,0
23305,90
23306,0
23307,133
23308,104
23309,176
23310,5
23311,63
23312,0
23313,9
23314,41
23315,26
23316,26
23317,99
23318,40
23319,0
23320,0
23321,0
23322,0
23323,11
23324,21
23325,34
23326,63
23327,24
23328,0
23329,76
23330,0
23331,0
23332,96
23333,31
23334,0
23335,0
23336,97
23337,55
23338,44
23339,37
23340,0
23341,0
23342,92
23343,0
23344,0
23345,3
23346,20
23347,0
23348,23
23349,55
23350,17
23351,23
23352,0
23353,32
23354,23
23355,23
23356,0
23357,0
23358,0
23359,0
23360,32
23361,0
23362,0
23363,34
23364,2
23365,0
23366,45
23367,0
23368,266
23369,72
23370,69
23371,81
23372,45
23373,0
23374,0
23375,0
23376,66
23377,412
23378,0
23379,94
23380,820
23381,139
23382,0
23383,0
23384,0
23385,3
23386,112
23387,0
23388,0
23389,74
23390,151
23391,20
23392,23
23393,69
23394,0
23395,105
23396,12
23397,275
23398,128
23399,52
23400,0
23401,0
23402,461
23403,39
23404,17
23405,63
23406,176
23407,18
23408,53
23409,0
23410,0
23411,44
23412,35
23413,27
23414,0
23415,0
23416,929
23417,134
23418,38
23419,9
23420,387
23421,300
23422,597
23423,983
23424,516
23425,837
23426,0
23427,0
23428,57
23429,317
23430,436
23431,183
23432,490
23433,225
23434,0
23435,0
23436,3
23437,164
23438,0
23439,0
23440,0
23441,0
23442,14
23443,0
23444,60
23445,246
23446,151
23447,42
23448,0
23449,6
23450,847
23451,61
23452,119
23453,328
23454,1002
23455,180
23456,0
23457,122
23458,0
23459,99
23460,45
23461,0
23462,457
23463,87
23464,19
23465,98
23466,92
23467,34
23468,191
23469,488
23470,69
23471,55
23472,595
23473,84
23474,232
23475,156
23476,24
23477,0
23478,92
23479,19
23480,122
23481,95
23482,45
23483,202
23484,65
23485,0
23486,87
23487,0
23488,0
23489,25
23490,193
23491,118
23492,280
23493,701
23494,1038
23495,0
23496,0
23497,273
23498,70
23499,89
23500,0
23501,149
23502,25
23503,133
23504,17
23505,203
23506,43
23507,287
23508,0
23509,479
23510,0
23511,61
23512,167
23513,0
23514,291
23515,0
23516,23
23517,287
23518,55
23519,9
23520,114
23521,33
23522,95
23523,16
23524,0
23525,186
23526,0
23527,7
23528,303
23529,241
23530,90
23531,311
23532,0
23533,0
23534,22
23535,26
23536,19
23537,3
23538,138
23539,130
23540,2
23541,172
23542,4
23543,196
23544,218
23545,0
23546,26
23547,0
23548,91
23549,54
23550,42
23551,0
23552,15
23553,162
23554,0
23555,31
23556,116
23557,353
23558,41
23559,3
23560,315
23561,0
23562,35
23563,0
23564,79
23565,0
23566,0
23567,560
23568,0
23569,90
23570,3
23571,0
23572,0
23573,0
23574,2
23575,0
23576,0
23577,0
23578,0
23579,36
23580,0
23581,0
23582,0
23583,4
23584,0
23585,16
23586,63
23587,0
23588,118
23589,4
23590,12
23591,45
23592,0
23593,11
23594,18
23595,5
23596,0
23597,0
23598,4
23599,0
23600,0
23601,0
23602,2
23603,0
23604,29
23605,0
23606,3
23607,30
23608,0
23609,0
23610,0
23611,28
23612,3
23613,120
23614,0
23615,34
23616,4
23617,0
23618,0
23619,45
23620,3
23621,0
23622,80
23623,0
23624,0
23625,0
23626,0
23627,0
23628,0
23629,0
23630,0
23631,0
23632,83
23633,128
23634,62
23635,74
23636,98
23637,81
23638,124
23639,101
23640,127
23641,95
23642,80
23643,42
23644,59
23645,62
23646,38
23647,65
23648,516
23649,74
23650,128
23651,107
23652,65
23653,370
23654,83
23655,84
23656,104
23657,0
23658,0
23659,0
23660,66
23661,38
23662,252
23663,94
23664,56
23665,77
23666,0
23667,0
23668,118
23669,195
23670,160
23671,146
23672,51
23673,58
23674,103
23675,50
23676,50
23677,36
23678,0
23679,59
23680,70
23681,72
23682,39
23683,40
23684,44
23685,202
23686,110
23687,0
23688,135
23689,299
23690,0
23691,0
23692,48
23693,6
23694,72
23695,0
23696,45
23697,4
23698,0
23699,412
23700,304
23701,2
23702,0
23703,0
23704,0
23705,6
23706,35
23707,0
23708,0
23709,0
23710,78
23711,259
23712,0
23713,360
23714,18
23715,0
23716,0
23717,3
23718,24
23719,244
23720,231
23721,36
23722,0
23723,33
23724,21
23725,81
23726,16
23727,570
23728,7
23729,7
23730,47
23731,122
23732,72
23733,140
23734,140
23735,0
23736,8
23737,0
23738,249
23739,246
23740,138
23741,0
23742,40
23743,119
23744,132
23745,273
23746,89
23747,0
23748,33
23749,0
23750,198
23751,0
23752,0
23753,28
23754,0
23755,341
23756,2
23757,67
23758,123
23759,0
23760,0
23761,0
23762,235
23763,42
23764,0
23765,69
23766,0
23767,0
23768,143
23769,137
23770,22
23771,0
23772,760
23773,166
23774,208
23775,0
23776,123
23777,137
23778,0
23779,0
23780,0
23781,0
23782,0
23783,2
23784,36
23785,55
23786,18
23787,0
23788,44
23789,326
23790,16
23791,19
23792,0
23793,0
23794,49
23795,75
23796,52
23797,21
23798,23
23799,0
23800,110
23801,155
23802,21
23803,55
23804,28
23805,0
23806,149
23807,3
23808,0
23809,112
23810,84
23811,0
23812,197
23813,185
23814,299
23815,26
23816,167
23817,0
23818,96
23819,59
23820,36
23821,35
23822,41
23823,132
23824,303
23825,13
23826,0
23827,0
23828,950
23829,13
23830,6
23831,160
23832,830
23833,0
23834,412
23835,0
23836,243
23837,72
23838,76
23839,72
23840,0
23841,0
23842,141
23843,0
23844,0
23845,183
23846,270
23847,705
23848,335
23849,0
23850,248
23851,91
23852,555
23853,0
23854,708
23855,125
23856,0
23857,128
23858,874
23859,0
23860,946
23861,294
23862,108
23863,0
23864,50
23865,0
23866,304
23867,462
23868,0
23869,87
23870,304
23871,0
23872,23
23873,154
23874,513
23875,162
23876,596
23877,516
23878,24
23879,20
23880,197
23881,90
23882,0
23883,64
23884,64
23885,34
23886,0
23887,117
23888,165
23889,280
23890,131
23891,0
23892,42
23893,85
23894,101
23895,359
23896,309
23897,59
23898,56
23899,224
23900,0
23901,3
23902,0
23903,105
23904,458
23905,0
23906,0
23907,0
23908,34
23909,125
23910,91
23911,116
23912,77
23913,480
23914,88
23915,658
23916,616
23917,79
23918,289
23919,123
23920,177
23921,86
23922,143
23923,272
23924,213
23925,0
23926,525
23927,0
23928,0
23929,0
23930,0
23931,0
23932,0
23933,0
23934,0
23935,226
23936,53
23937,0
23938,53
23939,76
23940,0
23941,28
23942,28
23943,107
23944,0
23945,78
23946,36
23947,29
23948,0
23949,0
23950,802
23951,467
23952,147
23953,286
23954,244
23955,0
23956,286
23957,0
23958,242
23959,159
23960,0
23961,0
23962,0
23963,7
23964,0
23965,0
23966,0
23967,522
23968,1089
23969,0
23970,156
23971,34
23972,170
23973,744
23974,0
23975,57
23976,80
23977,57
23978,135
23979,119
23980,145
23981,59
23982,0
23983,0
23984,32
23985,18
23986,27
23987,163
23988,6
23989,43
23990,63
23991,0
23992,0
23993,0
23994,0
23995,0
23996,0
23997,0
23998,0
23999,0
24000,0
24001,0
24002,0
24003,0
24004,57
24005,7
24006,14
24007,0
24008,0
24009,0
24010,0
24011,50
24012,243
24013,65
24014,73
24015,151
24016,0
24017,10
24018,0
24019,97
24020,51
24021,97
24022,63
24023,22
24024,62
24025,28
24026,104
24027,36
24028,90
24029,51
24030,40
24031,0
24032,56
24033,196
24034,0
24035,0
24036,32
24037,29
24038,31
24039,0
24040,45
24041,240
24042,621
24043,206
24044,26
24045,221
24046,48
24047,35
24048,25
24049,32
24050,3
24051,0
24052,4
24053,3
24054,89
24055,0
24056,6
24057,6
24058,0
24059,9
24060,30
24061,9
24062,21
24063,0
24064,19
24065,0
24066,0
24067,0
24068,68
24069,205
24070,122
24071,47
24072,0
24073,267
24074,61
24075,95
24076,45
24077,14
24078,120
24079,37
24080,48
24081,59
24082,217
24083,192
24084,0
24085,0
24086,0
24087,0
24088,0
24089,0
24090,0
24091,0
24092,0
24093,7
24094,50
24095,0
24096,0
24097,169
24098,33
24099,39
24100,0
24101,0
24102,50
24103,37
24104,0
24105,855
24106,0
24107,0
24108,0
24109,0
24110,0
24111,0
24112,0
24113,0
24114,0
24115,0
24116,25
24117,4
24118,0
24119,0
24120,0
24121,35
24122,67
24123,35
24124,0
24125,0
24126,0
24127,48
24128,105
24129,246
24130,0
24131,0
24132,99
24133,0
24134,0
24135,0
24136,43
24137,285
24138,56
24139,148
24140,41
24141,0
